loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,annual_inc,issue_d,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,term_ 36 months,term_ 60 months,emp_length_1 year,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
25000,25000,18750,0.1062,814,1,133119,0,19.36,0,1,13,0,10461,0.646,55,0,0,0,26053.53113,19540.16,1053.53,0,10,22801.76,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.1136,164.56,1,50000,0,12.48,0,0,11,1,9170,0.415,13,0,0,0,5924.585342,5924.59,924.59,0,44,177.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,15000,14450,0.0788,469.21,0,95000,0,9.44,0,1,13,0,22930,0.414,40,0,0,0,16214.16485,15619.65,1214.16,0,13,9655.06,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5200,5200,5200,0.1348,176.41,2,39000,0,14.74,0,2,7,0,4808,0.433,11,0,0,0,6193.653992,6193.65,993.65,0,29,919.23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,10000,0.1062,325.6,1,125000,0,14.24,0,6,15,0,39850,0.176,33,0,0,0,2604.8,2604.8,647.14,0,2,325.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1500,1500,1500,0.1062,48.84,1,38000,0,15.16,0,2,6,0,2116,0.492,10,0,0,0,1758.401568,1758.4,258.4,0,44,52.38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,10000,9975,0.1385,341.04,2,60000,0,21.52,0,1,13,0,19975,0.979,37,0,0,0,12278.22482,12247.53,2278.22,0,44,359.44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3500,3500,3475,0.1025,113.35,1,54000,0,21.69,0,1,7,0,41811,0.786,25,0,0,0,793.45,787.81,192.77,0,2,113.35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,8000,7270.226334,0.0788,250.25,0,60000,0,7.48,0,4,6,0,1599,0.113,11,0,0,0,9004.076506,8166.12,1004.08,0,43,758.42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8000,8000,8000,0.1062,260.48,1,143485,0,19.05,0,0,9,0,49845,0.833,21,0,0,0,9378.246365,9378.25,1378.25,0,44,281.39,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11000,11000,10925,0.1273,369.23,2,48000,0,17.55,1,1,13,0,16601,0.715,19,0,0,0,13292.59986,13201.97,2292.6,0,44,409.67,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,3880.208249,0.1793,144.47,4,32000,0,3.49,0,3,3,0,3262,0.815,4,0,0,0,5143.062318,4966.6,1143.06,0,34,1105.44,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,4000,3000,0.0788,125.13,0,50000,0,11.69,0,1,4,0,23,0.001,11,0,0,0,4071.97,3053.99,71.97,0,1,3447.76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11000,11000,10269.76998,0.0751,342.21,0,47900,0,12.88,0,2,11,0,10922,0.247,23,0,0,0,12319.71039,11486.28,1319.71,0,44,383.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,11425,0.1136,394.94,1,54000,0,8.42,0,0,3,0,10119,0.778,27,0,0,0,12225.22776,11639.46,225.23,0,5,11832.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1500,1500,1500,0.1273,50.35,2,9600,0,8.25,2,3,5,0,1766,0.768,11,0,0,0,1642.26446,1642.26,142.26,0,19,1191.88,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000,5000,4795.927326,0.0988,161.06,1,45432,0,16.9,0,2,11,0,9020,0.518,20,0,0,0,5798.390992,5540.79,798.39,0,44,172.15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500,1500,1500,0.1348,50.89,2,48000,0,0.63,0,1,2,0,238,0.476,4,0,0,0,284.73,284.73,64.94,29.95501872,11,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21000,21000,20450,0.1136,691.14,1,80000,0,8.5,0,3,16,0,23302,0.377,40,0,0,0,24817.19937,24167.23,3817.2,0,40,3417.33,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24000,24000,23975,0.1062,781.44,1,43300,0,20.62,0,0,11,0,75250,0.48,21,0,0,0,28132.77301,28103.47,4132.77,0,44,807.58,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1533,348.29,3,37800,0,5.4,0,0,5,0,4817,0.573,9,0,0,0,12538.13617,12538.14,2538.14,0,44,358.1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,16000,15615.76,0.1348,542.79,2,124800,0,11.1,0,2,16,1,2407,0.033,44,0,0,0,5595.17,5558.48,1462.87,0,15,542.79,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1273,335.67,2,48000,0,14.55,0,0,8,0,7170,0.806,15,0,0,0,12085.08814,12085.09,2085.09,0,44,387.63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,20000,19450,0.0988,644.21,1,70000,0,14.45,0,3,10,0,7952,0.212,24,0,0,0,21588.85298,20995.16,1588.86,0,12,15157.26,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,14000,13925,0.1422,479.98,2,85332,0,19.36,0,0,13,0,21748,0.971,40,0,0,0,17125.42016,17033.68,3125.42,0,34,3721.62,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,15000,0.1136,493.67,1,65000,0,14.66,0,0,6,0,12305,0.628,19,0,0,0,17772.60138,17772.6,2772.61,0,44,508.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000,5000,5000,0.1348,169.63,2,52000,0,22.75,0,0,10,1,17215,0.714,22,0,0,0,5317.514807,5317.51,317.51,0,9,4472.75,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23500,23500,23047.85262,0.1136,773.42,1,78200,0,16.1,0,0,9,0,11837,0.524,27,0,0,0,27822.44101,27235.16,4322.44,0,43,2318.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16000,16000,15250.23,0.1422,548.55,2,91000,0,14.57,1,0,12,1,4766,0.627,28,0,0,0,19748.27589,18654.62,3748.28,0,44,579.89,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,25000,17024.16634,0.1496,866.16,3,101000,0,14.71,1,1,12,0,10477,0.672,22,0,0,0,33425.51518,22656.94,8425.52,0,53,3315.28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,4200,4200,0.0714,129.95,0,45000,0,1.45,0,1,12,0,1041,0.023,27,0,0,0,4588.317775,4588.32,388.32,0,27,1994.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,0.0639,91.81,0,70000,0,8.37,0,0,13,0,55793,0.51,29,0,0,0,3305.044431,3305.04,305.04,0,44,97.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,11963.96602,0.1311,404.94,2,50000,0,6.67,0,0,9,0,11909,0.48,16,0,0,0,14578.12077,14535.94,2578.12,0,44,434.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,11950,0.1607,422.33,3,174000,0,17.47,0,0,10,0,16662,0.896,19,0,0,0,15219.31312,15155.9,3219.31,0,44,498.91,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13000,13000,12188.35632,0.0788,406.65,0,60000,0,20.82,0,0,12,0,206,0.007,45,0,0,0,14639.98303,13701.55,1639.98,0,44,425.63,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7750,7750,7728.88,0.1422,265.71,2,32000,0,24.83,0,1,10,0,8057,0.689,24,0,0,0,9565.68452,9534.9,1815.68,0,44,284.16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,9000,8971.139879,0.1385,306.94,2,133000,0,19.23,0,0,9,0,19130,0.976,29,0,0,0,11053.55637,11012.64,2053.56,0,44,323.07,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.157,245.08,3,47500,0,10.64,0,1,10,0,6254,0.379,36,0,0,0,7665.59,7665.59,1778.59,0,26,245.08,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,20000,17375,0.1025,647.7,1,64000,0,6.06,0,0,17,0,6587,0.183,21,0,0,0,900,781.77,0,0,112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8400,8400,8375,0.0751,261.32,0,84000,0,8.36,0,1,8,0,821,0.018,15,0,0,0,9407.735586,9379.74,1007.74,0,44,283.33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24250,24250,24250,0.1422,831.39,2,198000,0,12.92,0,0,13,0,21515,0.638,31,0,0,0,29931.4899,29931.49,5681.49,0,36,901.66,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,6375,0.0788,218.97,0,66000,0,3.33,0,1,13,0,3755,0.193,14,0,0,0,7882.922222,7179.09,882.92,0,44,226.53,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,25000,24461.9371,0.1136,822.78,1,81600,0,17.71,0,0,13,0,39310,0.451,49,0,0,0,29621.18268,28930.11,4621.18,0,36,850.26,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10475,10475,9200,0.0788,327.66,0,53360,0,19.93,0,0,10,0,395,0.197,21,0,0,0,11337.58103,9957.6,862.58,0,23,5676.05,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,20000,19725,0.1136,658.23,1,102000,0,6.05,0,1,12,0,26247,0.466,33,0,0,0,23604.46748,23279.91,3604.47,0,33,3891.45,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,6025,0.0988,225.48,1,53000,0,18.72,0,1,8,0,264,0.048,9,0,0,0,8035.933161,6916.64,1035.93,0,25,2181.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1496,242.53,3,60000,0,2.58,0,1,4,0,3971,0.685,11,0,0,0,8094.461226,8094.46,1094.46,0,13,4708.85,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,7903.02,0.1311,269.96,2,51000,0,3.36,0,0,4,0,4732,0.415,8,0,0,0,8693.461615,8585.96,693.46,0,19,2269.57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,3500,3450,0.1422,120,2,30000,0,15.36,0,3,6,1,948,0.729,8,0,0,0,739.41,728.89,197.25,0,10,120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,8775,0.0751,311.1,0,58608,0,0.94,0,0,5,0,1562,0.065,24,0,0,0,10404.92636,9130.33,404.93,0,2,8546.27,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16000,16000,15950,0.1645,566.04,4,100000,0,11.12,0,2,19,0,33153,0.489,53,0,0,0,20378.74152,20315.06,4378.74,0,44,609.88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9837.027061,0.1459,344.65,3,60000,0,7.78,0,0,8,0,8619,0.62,9,0,0,0,12262.43461,12042.71,2262.43,0,25,2969.39,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,8000,7806.709026,0.1136,263.29,1,25000,0,5.52,0,1,2,0,4634,0.579,6,0,0,0,9527.598772,9284.43,1497.6,30,36,566.03,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.157,175.06,3,36000,0,3.17,0,0,7,0,2600,0.65,9,0,0,0,1303.12,1303.12,429.07,29.97515138,9,200,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,1200,1200,0.1273,40.28,2,4200,0,4.29,1,0,4,0,63,0.079,5,0,0,0,1260.728331,1260.73,60.73,0,9,2.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.1533,174.15,3,19200,0,8.81,0,0,7,0,5528,0.526,8,0,0,0,5583,5583,988.22,0,14,258.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10000,10000,9819.393245,0.0714,309.4,0,71500,0,3.98,0,0,6,0,3760,0.13,11,0,0,0,11127.89041,10923.17,1127.89,0,40,1243.35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25000,25000,23083.34323,0.1385,852.6,2,275000,0,6.9,0,1,23,0,46806,0.352,60,0,0,0,30622.63906,28179.03,5622.64,0,44,669.84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1136,197.47,1,79500,0,22.05,0,2,17,0,33384,0.495,26,0,0,0,7109.37984,7109.38,1109.38,0,44,210.36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,5975,0.1062,195.36,1,28800,0,6.38,0,0,6,0,7092,0.449,10,0,0,0,3474.24,3459.81,722.38,0,23,195.36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.1459,165.44,3,60000,0,17.82,0,3,10,0,4542,0.522,36,0,0,0,5955.783594,5955.78,1155.78,0,44,171.7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,3000,3000,0.1273,100.7,2,38688,0,2.67,0,3,4,0,0,0.0743,19,0,0,0,3417.188882,3417.19,417.19,0,23,1908.69,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5950,5950,5850,0.1273,199.72,2,612000,0,1.66,0,1,13,0,16508,0.472,37,0,0,0,6075.191835,5973.09,125.19,0,5,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,0.0988,64.43,1,45000,0,22.53,0,0,7,0,7203,0.923,22,0,0,0,2319.198005,2319.2,319.2,0,44,66.29,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19200,19200,18329.82,0.1099,628.52,1,77000,0,19.23,0,1,10,0,12179,0.518,28,0,0,0,5028.16,4805.01,1284.21,0,2,628.52,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,12000,11975,0.1099,392.83,1,120000,0,23.01,2,3,6,0,74979,0,33,0,0,0,14142.1196,14112.66,2142.13,0,36,425.87,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16000,16000,15825,0.1311,539.92,2,51000,0,18.12,0,1,6,0,1794,0.309,20,0,0,0,19438.06817,19225.46,3438.07,0,36,576.36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,3000,2525,0.0988,96.64,1,50000,0,13.49,1,1,5,0,3619,0.51,11,0,0,0,3509.986855,2954.24,479.99,29.99999999,44,86.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7000,7000,6650,0.0988,225.48,1,190000,0,4.49,0,0,10,0,20832,0.494,17,0,0,0,7676.875117,7293.04,676.88,0,17,4752.07,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000,20000,19775,0.1311,674.9,2,39500,0,19.35,0,0,4,0,24304,0.657,10,0,0,0,24297.55769,24024.21,4297.56,0,36,720.42,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,13750,0.1062,488.4,1,53000,0,24.07,0,2,8,1,1617,0.11,14,0,0,0,16648.00227,15260.67,1648,0,13,9824.78,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17000,17000,16750,0.1496,588.99,3,60000,0,13.82,0,2,7,0,20826,0.766,15,0,0,0,21204.89425,20893.06,4204.89,0,44,629.39,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9627.39,0.1062,325.6,1,40000,0,17.97,0,2,4,0,15659,0.895,21,0,0,0,1302.4,1256.77,340.6,0,11,325.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000,5000,5000,0.1496,173.24,3,87000,0,12.94,0,3,7,1,6297,0.384,19,0,0,0,5994.570358,5994.57,994.57,0,27,14.74,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21500,21500,21321.14622,0.1533,748.81,3,116000,0,11.82,0,1,7,0,19412,0.886,18,0,0,0,26960.75462,26718.8,5460.75,0,44,768.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,3500,3500,0.0751,108.89,0,42000,0,19.37,0,0,11,0,1452,0.115,18,0,0,0,3919.850076,3919.85,419.85,0,44,114.12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5600,5600,5578.73,0.1385,190.99,2,52000,0,6.21,0,1,7,0,4149,0.381,14,0,0,0,6657.482157,6626.79,1057.48,0,31,2651.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15600,15600,15445.76683,0.157,546.17,3,91080,0,18.67,0,1,10,0,69823,0.93,23,0,0,0,19145.30829,18955.13,3545.31,0,30,1465.09,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,25000,24625.8449,0.1533,870.71,3,142500,0,13.39,0,1,16,0,39352,0.696,47,0,0,0,31348.85529,30826.46,6348.84,0,36,886.53,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,13975,0.0988,483.16,1,51600,0,21.6,0,3,8,0,0,0,25,0,0,0,15699.08183,14626.31,699.08,0,10,13770.81,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7300,7300,6881.457804,0.1025,236.41,1,115000,0,9.23,0,0,4,0,14499,0.948,14,0,0,0,8511.122691,8022.36,1211.12,0,44,265.15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,25000,24862.76416,0.1348,848.11,2,155796,0,17.31,0,0,6,0,76832,0.944,15,0,0,0,30392.35271,30205.02,5392.35,0,33,5018.02,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,9100,0.0988,322.11,1,33600,0,4.04,0,1,5,0,4875,0.443,24,0,0,0,10668.70602,9708.54,668.71,0,15,8098.26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
